613	1719	1	1
549	2047	1	2
570	2003	1	3
542	1943	1	4
559	1610	1	5
635	2196	1	6
741	2375	1	7
559	1719	1	8
645	2284	1	9
628	2438	1	10
537	1884	1	11
666	2148	1	12
494	2417	1	13
769	2157	1	14
698	1994	1	15
833	2314	1	16
602	2684	1	17
549	1860	1	18
618	2547	1	19
468	1827	1	20
377	1667	1	21
602	1711	1	22
511	2407	1	23
527	2234	1	24
521	1780	1	25
549	2407	1	26
628	2661	1	27
451	2186	1	28
516	1617	1	29
499	1876	1	30
640	2344	1	31
698	3047	1	32
757	2234	1	33
506	1645	1	34
671	2481	1	35
408	1852	0	36
344	1884	0	37
413	1812	0	38
377	2626	0	39
296	1943	0	40
441	1968	0	41
499	2547	0	42
607	2428	0	43
344	1812	0	44
441	2514	0	45
542	2525	0	46
387	2029	0	47
559	2768	0	48
532	2581	0	49
473	2570	0	50
473	1660	0	51
307	1819	0	52
511	2334	0	53
430	1757	0	54
468	2167	0	55
484	1860	0	56
425	2492	0	57
312	1892	0	58
430	1596	0	59
446	1951	0	60
537	2829	0	61
382	2324	0	62
360	1689	0	63
413	2386	0	64
382	1901	0	65
484	2148	0	66
334	1819	0	67
425	2344	0	68
296	2056	0	69
392	2492	0	70
580	2417	0	71
559	2768	0	72
688	840	0	73
721	1009	0	74
1128	1277	0	75
850	1031	0	76
511	811	0	77
693	924	0	78
790	941	0	79
747	881	0	80
704	1135	0	81
908	1223	0	82
967	851	0	83
893	1110	0	84
881	1170	0	85
999	1272	0	86
752	1058	0	87
870	1135	0	88
1101	1328	0	89
924	953	0	90
666	957	0	91
1037	1165	0	92
671	866	0	93
843	1091	0	94
655	862	0	95
666	843	0	96
774	916	0	97
999	1233	0	98
731	1045	0	99
698	945	0	100
860	1150	0	101
807	996	0	102
747	1036	0	103
704	1054	0	104
709	1036	0	105
989	1049	0	106
661	1000	0	107
984	1207	0	108
850	1031	0	109
774	1013	0	110
683	889	0	111
741	1000	0	112
1042	1876	0	113
678	2396	0	114
635	1719	0	115
628	1514	0	116
645	1462	0	117
913	2012	0	118
1037	2093	0	119
800	1986	0	120
1113	2139	0	121
898	1943	0	122
752	1589	0	123
827	2102	0	124
580	1667	0	125
618	1589	0	126
972	2056	0	127
661	2083	0	128
693	1568	0	129
698	1528	0	130
635	2003	0	131
1138	1892	0	132
678	2324	0	133
870	1968	0	134
1128	2224	0	135
655	1682	0	136
1070	2215	0	137
870	1868	0	138
893	1796	0	139
779	1697	0	140
875	2029	0	141
1053	2314	0	142
731	1555	0	143
731	1528	0	144
984	1843	0	145
800	2407	0	146
764	2804	0	147
714	1734	0	148
618	916	0	149
570	727	0	150
580	862	0	151
822	1135	0	152
494	702	0	153
592	724	0	154
585	756	0	155
602	797	0	156
661	858	0	157
532	936	0	158
549	961	0	159
683	904	0	160
666	928	0	161
592	790	0	162
693	983	0	163
506	800	0	164
671	847	0	165
456	649	0	166
640	836	0	167
721	843	0	168
478	714	0	169
377	654	0	170
511	721	0	171
683	949	0	172
463	629	0	173
628	733	0	174
597	825	0	175
532	740	0	176
537	825	0	177
549	600	0	178
721	953	0	179
554	814	0	180
640	759	0	181
425	1294	0	182
521	1418	0	183
506	1727	0	184
549	1548	0	185
350	1191	0	186
425	1125	0	187
655	1589	0	188
425	1300	0	189
521	1682	0	190
473	1719	0	191
484	1456	0	192
484	1388	0	193
554	1244	0	194
473	1575	0	195
398	1120	0	196
506	1207	0	197
456	1181	0	198
532	1207	0	199
478	1049	0	200
451	1223	0	201
435	1244	0	202
456	1501	0	203
554	1305	0	204
339	2841	0	205
248	1994	0	206
210	2215	0	207
231	2684	0	208
339	3211	0	209
264	2186	0	210
592	3597	0	211
327	2626	0	212
301	2314	0	213
253	2139	0	214
301	2854	0	215
274	2365	0	216
344	3369	0	217
344	2157	0	218
274	2186	0	219
231	2083	0	220
334	2768	0	221
322	2428	0	222
231	2386	0	223
355	2708	0	224
327	2854	0	225
307	3047	0	226
499	2780	0	227
327	2684	0	228
344	2684	0	229
264	1926	0	230
327	2176	0	231
279	2879	0	232
291	3369	0	233
301	2684	0	234
291	2344	0	235
269	2570	0	236
274	2314	0	237
236	2047	0	238
387	2968	0	239
279	2638	0	240
327	2344	0	241
999	1653	0	242
972	1283	0	243
580	966	0	244
671	1082	0	245
714	1358	0	246
850	1266	0	247
623	1181	0	248
650	836	0	249
779	1340	0	250
623	991	0	251
741	1155	0	252
635	1120	0	253
570	1049	0	254
575	1018	0	255
585	991	0	256
655	1120	0	257
752	1388	0	258
688	1068	0	259
967	1358	0	260
1113	1555	0	261
688	1364	0	262
898	1469	0	263
678	1155	0	264
678	1508	0	265
764	1261	0	266
655	1082	0	267
618	1300	0	268
779	1160	0	269
898	1376	0	270
855	1191	0	271
757	1155	0	272
855	1364	0	273
628	1040	0	274
790	1305	0	275
688	1450	0	276
392	893	0	277
284	818	0	278
296	672	0	279
312	740	0	280
392	1186	0	281
264	825	0	282
322	1036	0	283
317	836	0	284
382	675	0	285
451	970	0	286
382	924	0	287
398	605	0	288
248	654	0	289
339	1049	0	290
322	1009	0	291
339	749	0	292
307	908	0	293
322	717	0	294
269	756	0	295
231	557	0	296
231	663	0	297
269	600	0	298
344	893	0	299
360	687	0	300
307	660	0	301
549	991	0	302
334	811	0	303
344	646	0	304
312	678	0	305
307	759	0	306
264	869	0	307
382	945	0	308
355	811	0	309
564	1091	0	310
463	983	0	311
678	1217	0	312
521	1031	0	313
463	1120	0	314
570	1388	0	315
456	814	0	316
484	873	0	317
499	1125	0	318
370	759	0	319
506	1311	0	320
661	1223	0	321
377	807	0	322
506	889	0	323
365	858	0	324
494	1026	0	325
425	832	0	326
463	877	0	327
425	1045	0	328
478	800	0	329
456	1063	0	330
618	1277	0	331
478	1110	0	332
484	766	0	333
441	1115	0	334
441	854	0	335
597	1311	0	336
413	1009	0	337
516	949	0	338
